customer_id,phone_service,internet_service,online_backup,online_security,device_protection,tech_support,streaming_tv,streaming_movies
1395-WSWXR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5311-IHLEI,No,DSL,Yes,Yes,No,Yes,Yes,No
7018-FPXHH,Yes,DSL,Yes,Yes,Yes,No,No,No
1251-STYSZ,Yes,Fiber optic,No,Yes,No,No,No,No
5087-SUURX,No,DSL,No,No,Yes,No,Yes,No
0515-YPMCW,Yes,Fiber optic,No,No,No,No,No,No
4355-HBJHH,Yes,DSL,No,Yes,Yes,No,Yes,Yes
4992-LTJNE,Yes,DSL,No,Yes,No,No,No,No
2038-OEQZH,Yes,Fiber optic,No,No,Yes,No,No,Yes
6463-HHXJR,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
8887-IPQNC,Yes,DSL,No,No,No,No,No,No
9715-WZCLW,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2480-EJWYP,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0871-OPBXW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5120-ZBLAI,Yes,DSL,No,No,Yes,No,Yes,Yes
7634-WSWDB,No,DSL,No,Yes,No,No,No,Yes
4929-ROART,Yes,DSL,No,Yes,No,No,No,No
4007-NHVHI,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
8481-YYXWG,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
6007-TCTST,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0704-VCUMB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4010-YLMVT,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
2234-EOFPT,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
2696-NARTR,Yes,Fiber optic,No,No,No,Yes,No,No
7508-DQAKK,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3181-MIZBN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7520-HQWJU,Yes,DSL,Yes,Yes,Yes,No,No,No
5871-DGTXZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7083-YNSKY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1833-VGRUM,Yes,Fiber optic,No,No,No,No,No,No
9940-HPQPG,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
7691-KGKGP,Yes,DSL,Yes,No,No,Yes,Yes,No
2616-UUTFK,Yes,DSL,Yes,Yes,Yes,No,Yes,No
5318-YKDPV,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
9947-OTFQU,Yes,Fiber optic,Yes,No,No,No,No,No
2453-SAFNS,Yes,DSL,Yes,No,No,Yes,Yes,No
5012-YSPJJ,Yes,DSL,No,No,Yes,Yes,No,No
2446-BEGGB,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
9470-RTWDV,Yes,DSL,No,No,Yes,Yes,Yes,Yes
8878-HMWBV,Yes,DSL,No,No,Yes,No,No,No
3669-LVWZB,No,DSL,Yes,No,No,No,Yes,Yes
0112-QAWRZ,Yes,Fiber optic,No,No,Yes,No,Yes,No
9251-AWQGT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0504-HHAPI,Yes,Fiber optic,No,No,Yes,No,No,Yes
5622-UEJFI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5057-RKGLH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1536-HBSWP,Yes,DSL,No,No,No,Yes,No,No
2233-TXSIU,No,DSL,No,Yes,Yes,No,Yes,No
5136-GFPMB,Yes,Fiber optic,No,No,Yes,No,No,Yes
1699-HPSBG,Yes,DSL,No,No,No,Yes,Yes,No
8329-UTMVM,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
4001-TSBTV,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
5480-HPRRX,No,DSL,No,No,No,No,No,No
2921-XWDJH,Yes,Fiber optic,No,Yes,No,No,No,Yes
1891-UAWWU,Yes,Fiber optic,No,No,Yes,No,Yes,No
0488-GSLFR,Yes,Fiber optic,No,No,No,No,No,No
6625-UTXEW,Yes,DSL,Yes,No,No,No,No,No
0772-GYEQQ,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
3325-FUYCG,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
3411-WLRSQ,Yes,Fiber optic,Yes,No,No,No,No,No
6032-KRXXO,Yes,Fiber optic,No,No,No,No,Yes,Yes
3717-OEAUQ,Yes,Fiber optic,No,No,No,No,No,No
7868-BGSZA,Yes,DSL,No,Yes,Yes,No,Yes,Yes
2609-IAICY,Yes,Fiber optic,No,No,No,No,No,No
9560-BBZXK,No,DSL,No,Yes,No,No,No,No
7860-UXCRM,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
0388-EOPEX,Yes,Fiber optic,No,Yes,No,No,No,No
5505-OVWQW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3446-QDSZF,Yes,DSL,No,No,No,No,Yes,No
9102-OXKFY,Yes,DSL,No,No,Yes,No,No,No
2688-BHGOG,Yes,Fiber optic,No,No,No,No,No,Yes
4774-HHGGS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7452-FOLON,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3082-YVEKW,Yes,DSL,No,Yes,Yes,Yes,Yes,No
5315-CKEQK,Yes,DSL,No,No,No,No,No,No
2026-TGDHM,Yes,Fiber optic,No,No,No,No,No,Yes
2320-JRSDE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0657-DOGUM,Yes,DSL,No,Yes,No,Yes,No,No
4700-UBQMV,Yes,DSL,No,Yes,No,No,Yes,Yes
6583-KQJLK,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
6682-VCIXC,No,DSL,Yes,Yes,No,Yes,Yes,No
5018-HEKFO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2928-HLDBA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9572-MTILT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2192-OZITF,Yes,DSL,No,Yes,No,Yes,No,Yes
2266-FUBDZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4957-TIALW,Yes,DSL,Yes,Yes,Yes,Yes,No,No
6331-LWDTQ,Yes,DSL,No,No,No,No,Yes,Yes
3370-HXOPH,Yes,Fiber optic,No,No,No,No,No,No
1784-BXEFA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7622-NXQZR,No,DSL,No,No,No,Yes,No,No
6578-KRMAW,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
3878-AVSOQ,Yes,Fiber optic,No,No,No,No,No,No
2019-HDCZY,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2528-HFYZX,Yes,Fiber optic,Yes,No,No,No,No,No
8627-EHGIP,No,DSL,Yes,No,Yes,No,Yes,Yes
0487-CRLZF,Yes,DSL,No,No,Yes,Yes,Yes,Yes
0094-OIFMO,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2348-KCJLT,Yes,DSL,Yes,Yes,Yes,No,No,No
4003-FUSHP,Yes,DSL,No,No,No,Yes,Yes,No
5022-JNQEQ,Yes,Fiber optic,No,No,No,Yes,No,No
5440-FLBQG,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3086-RUCRN,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
0958-YHXGP,Yes,Fiber optic,No,No,No,No,No,No
7328-ZJAJO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9844-FELAJ,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2108-GLPQB,Yes,DSL,No,No,Yes,No,No,No
3896-ZVNET,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8309-PPCED,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9974-JFBHQ,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
5287-QWLKY,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1663-MHLHE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4616-EWBNJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9200-NLNPD,No,DSL,No,No,Yes,Yes,Yes,Yes
2840-XANRC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3372-CDXFJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2933-XEUJM,Yes,DSL,No,Yes,Yes,No,Yes,Yes
0682-USIXD,Yes,Fiber optic,No,No,No,Yes,Yes,No
1456-TWCGB,Yes,DSL,Yes,No,No,No,No,No
7130-CTCUS,Yes,DSL,Yes,Yes,No,No,No,No
0103-CSITQ,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1841-YSJGV,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
6476-YHMGA,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6080-LNESI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0301-FIDRB,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6092-QZVPP,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
6906-MPARY,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
6563-VRERX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7581-EBBOU,Yes,DSL,Yes,No,Yes,Yes,Yes,No
5574-NXZIU,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7037-MTYVW,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
7182-OVLBJ,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
7718-UPSKJ,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
9128-CPXKI,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1195-OIYEJ,Yes,Fiber optic,No,No,No,No,Yes,Yes
1400-MMYXY,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1371-OJCEK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2266-SJNAT,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
1791-PQHBB,Yes,DSL,No,Yes,No,No,No,Yes
5331-RGMTT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2249-YPRNG,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2155-AMQRX,Yes,DSL,No,No,No,Yes,No,No
6615-NGGZJ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1400-WIVLL,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3658-QQJYD,Yes,DSL,Yes,Yes,No,No,Yes,Yes
6892-BOGQE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5150-LJNSR,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
7501-IWUNG,Yes,DSL,No,No,Yes,Yes,Yes,Yes
3685-YLCMQ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1094-BKOSX,No,DSL,Yes,No,Yes,Yes,No,Yes
3346-BRMIS,No,DSL,No,No,Yes,No,Yes,Yes
2277-BKJKN,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7130-VTEWQ,Yes,Fiber optic,No,No,No,No,No,No
9281-PKKZE,No,DSL,No,No,No,No,Yes,Yes
9819-FBNSV,Yes,Fiber optic,No,No,No,No,No,No
2927-CVULT,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2346-DJQTB,No,DSL,No,No,No,No,No,No
1837-YQUCE,No,DSL,No,Yes,Yes,Yes,Yes,Yes
6051-PTVNS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4291-YZODP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7647-GYYKX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1135-HIORI,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0282-NVSJS,No,DSL,No,No,No,Yes,No,No
6035-RIIOM,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1049-FYSYG,No,DSL,Yes,No,Yes,No,No,No
6196-HBOBZ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
7998-WNZEM,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
2188-SXWVT,Yes,DSL,Yes,Yes,No,No,No,No
5669-SRAIP,No,DSL,No,No,Yes,No,No,Yes
1156-ZFYDO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9700-ZCLOT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2862-JVEOY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9867-JCZSP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0208-BPQEJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5294-IMHHT,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
9391-TTOYH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4458-KVRBJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7854-EKTJL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6923-EFPNL,Yes,DSL,No,No,No,No,No,No
0174-QRVVY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8224-DWCKX,Yes,Fiber optic,No,No,No,No,No,No
0270-THENM,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4526-ZJJTM,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
2642-MAWLJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3512-IZIKN,Yes,DSL,No,Yes,Yes,Yes,No,No
0096-BXERS,Yes,DSL,No,No,No,No,No,No
7322-OCWHC,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
5787-KXGIY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0575-CUQOV,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5879-SESNB,Yes,Fiber optic,No,No,No,No,No,No
5067-XJQFU,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9571-EDEBV,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8802-UNOJF,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
8259-NFJTV,No,DSL,No,Yes,No,Yes,No,No
9300-RENDD,Yes,Fiber optic,No,No,No,No,Yes,No
4884-TVUQF,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
4078-SAYYN,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5813-UECBU,Yes,Fiber optic,Yes,No,Yes,No,No,No
7580-UGXNC,Yes,DSL,Yes,Yes,No,No,No,No
1928-BXYIV,Yes,DSL,Yes,Yes,No,No,No,No
6278-FEPBZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0943-ZQPXH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7274-RTAPZ,Yes,Fiber optic,No,No,No,No,Yes,Yes
4860-IJUDE,Yes,Fiber optic,No,Yes,No,No,No,No
4878-BUNFV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4840-ORQXB,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3066-RRJIO,Yes,Fiber optic,No,No,No,No,No,No
4301-VVZKA,Yes,Fiber optic,No,No,No,No,No,No
8745-PVESG,No,DSL,No,Yes,Yes,Yes,No,No
6849-WLEYG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3280-NMUVX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5982-XMDEX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9830-ECLEN,No,DSL,Yes,Yes,Yes,No,Yes,No
5302-BDJNT,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
5570-PTWEH,Yes,Fiber optic,No,No,No,No,No,No
4827-USJHP,Yes,DSL,Yes,No,No,No,No,No
4335-UPJSI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0080-OROZO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9840-EFJQB,Yes,Fiber optic,Yes,No,No,No,No,No
6332-FBZRI,Yes,DSL,Yes,Yes,Yes,Yes,No,No
3932-CMDTD,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
7103-ZGVNT,Yes,DSL,Yes,Yes,No,Yes,Yes,No
8999-BOHSE,Yes,Fiber optic,No,No,No,No,Yes,Yes
9475-NNDGC,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6351-SCJKT,No,DSL,No,Yes,Yes,Yes,No,No
2139-FQHLM,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
0969-RGKCU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4376-KFVRS,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2424-WVHPL,Yes,Fiber optic,No,No,No,Yes,No,No
4745-LSPLO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4018-KJYUY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1309-BXVOQ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9633-XQABV,Yes,Fiber optic,No,No,No,No,No,No
3318-NMQXL,Yes,Fiber optic,No,No,No,No,Yes,Yes
4849-PYRLQ,Yes,DSL,No,Yes,Yes,Yes,No,Yes
1679-JRFBR,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6910-HADCM,Yes,Fiber optic,No,No,Yes,No,No,No
0953-LGOVU,No,DSL,Yes,No,No,Yes,No,No
3354-OADJP,Yes,DSL,No,Yes,No,Yes,No,No
6551-ZCOTS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6754-LZUKA,Yes,DSL,Yes,No,Yes,No,Yes,Yes
0004-TLHLJ,Yes,Fiber optic,No,No,Yes,No,No,No
8990-YOZLV,Yes,DSL,Yes,Yes,No,Yes,No,No
1352-HNSAW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5343-SGUBI,Yes,Fiber optic,Yes,No,No,No,No,No
9986-BONCE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6614-FHDBO,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4128-ETESU,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7249-WBIYX,Yes,Fiber optic,No,No,No,No,Yes,No
1757-TCATG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3005-NFMTA,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5542-TBBWB,Yes,Fiber optic,No,No,No,No,No,No
1215-FIGMP,Yes,Fiber optic,Yes,No,No,No,Yes,No
9136-ALYBR,No,DSL,No,No,No,No,No,No
6175-IRFIT,Yes,Fiber optic,No,No,No,No,No,Yes
7005-CYUIL,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
3262-EIDHV,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
8417-GSODA,Yes,Fiber optic,No,No,No,No,Yes,Yes
5266-PFRQK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2100-BDNSN,Yes,DSL,No,No,Yes,Yes,Yes,No
6900-PXRMS,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
6599-GZWCM,Yes,Fiber optic,Yes,No,No,No,No,No
6344-SFJVH,No,DSL,No,No,No,No,No,No
0056-EPFBG,No,DSL,No,Yes,Yes,Yes,No,No
9135-MGVPY,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5982-FPVQN,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
7666-WKRON,Yes,Fiber optic,No,No,Yes,Yes,No,No
2866-IKBTM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8443-ZRDBZ,Yes,Fiber optic,No,No,No,No,No,No
6352-GIGGQ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6483-OATDN,Yes,DSL,No,Yes,No,No,No,No
7351-MHQVU,No,DSL,Yes,Yes,No,Yes,No,Yes
6778-EICRF,Yes,DSL,No,Yes,No,No,Yes,Yes
7764-BDPEE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1732-FEKLD,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
8118-TJAFG,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
7853-GVUDZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7938-OUHIO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
6212-ATMLK,Yes,Fiber optic,No,No,No,No,Yes,Yes
9462-MJUAW,Yes,DSL,No,No,No,No,No,No
8480-PPONV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6496-JDSSB,Yes,Fiber optic,No,No,No,No,Yes,No
2077-MPJQO,Yes,Fiber optic,No,No,No,No,No,No
7277-KAMWT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9822-WMWVG,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
7341-LXCAF,Yes,Fiber optic,No,No,No,No,No,No
3261-CQXOL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4009-ALQFH,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3936-QQFLL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8166-ORCHU,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
5414-OFQCB,Yes,Fiber optic,No,No,No,Yes,Yes,No
8777-PVYGU,Yes,DSL,No,Yes,Yes,No,Yes,No
8896-RAZCR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2754-SDJRD,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
0866-QLSIR,Yes,DSL,Yes,Yes,No,Yes,No,No
2484-DGXPZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9851-KIELU,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7246-ZGQDF,Yes,DSL,No,Yes,No,Yes,No,No
8510-TMWYB,Yes,DSL,Yes,No,Yes,No,No,No
2079-FBMZK,Yes,Fiber optic,No,No,No,No,No,No
1265-BCFEO,Yes,DSL,No,No,Yes,Yes,Yes,Yes
0118-JPNOY,Yes,Fiber optic,No,Yes,No,No,Yes,No
5650-VDUDS,No,DSL,No,No,No,No,No,No
6685-GBWJZ,Yes,DSL,Yes,Yes,No,Yes,Yes,No
3978-YNKDD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8166-ZZTFS,Yes,DSL,Yes,No,Yes,No,Yes,Yes
8709-KRDVL,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5593-SUAOO,Yes,Fiber optic,Yes,No,Yes,No,No,No
3317-HRTNN,No,DSL,No,No,No,No,Yes,Yes
4801-KFYKL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0130-SXOUN,Yes,Fiber optic,Yes,No,No,No,No,Yes
0487-VVUVK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4632-XJMEX,Yes,DSL,Yes,Yes,No,Yes,No,No
5178-LMXOP,Yes,Fiber optic,No,No,No,No,Yes,Yes
3771-PZOBW,Yes,Fiber optic,No,No,Yes,No,Yes,No
6862-CQUMB,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4636-QRJKY,Yes,Fiber optic,No,No,No,Yes,No,No
9512-PHSMG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0754-UKWQP,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5797-APWZC,Yes,Fiber optic,No,No,No,No,Yes,Yes
4546-FOKWR,Yes,Fiber optic,No,No,No,No,No,No
0377-JBKKT,Yes,DSL,Yes,Yes,No,Yes,No,No
5378-IKEEG,No,DSL,No,No,No,No,Yes,No
4187-CINZD,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
8901-HJXTF,No,DSL,Yes,No,No,No,No,No
0464-WJTKO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5071-FBJFS,Yes,DSL,No,Yes,No,No,No,No
2133-TSRRM,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8242-SOQUO,Yes,Fiber optic,Yes,No,No,No,Yes,No
6972-SNKKW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3401-URHDA,Yes,DSL,No,Yes,No,Yes,No,No
9625-RZFUK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9046-DQMTP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2398-YPMUR,Yes,Fiber optic,No,No,No,No,No,No
2833-SLKDQ,Yes,DSL,No,No,No,No,No,No
8608-OZTLB,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
1934-MKPXS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1907-YLNYW,Yes,DSL,No,Yes,Yes,No,No,Yes
0621-TSSMU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2239-JALAW,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7279-NMVJC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9541-ZPSEA,Yes,Fiber optic,No,Yes,Yes,No,No,No
9796-MVYXX,No,DSL,No,Yes,Yes,Yes,No,No
6311-UEUME,Yes,Fiber optic,No,No,No,No,Yes,No
6599-CEBNN,Yes,Fiber optic,Yes,No,No,No,No,No
8623-ULFNQ,Yes,DSL,No,No,No,Yes,No,Yes
8993-IZEUX,Yes,Fiber optic,No,No,No,No,No,No
3948-KXDUF,Yes,DSL,Yes,Yes,Yes,Yes,No,No
9853-JFZDU,Yes,DSL,Yes,No,No,Yes,No,No
9803-FTJCG,Yes,DSL,Yes,Yes,No,Yes,No,No
9473-CBZOP,Yes,DSL,No,Yes,Yes,No,No,No
2507-QZPQS,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
0568-ONFPC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2958-NHPPS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7552-KEYGT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6624-JDRDS,No,DSL,No,Yes,No,No,No,No
0967-BMLBD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2664-XJZNO,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9766-HGEDE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0015-UOCOJ,Yes,DSL,No,Yes,No,No,No,No
4883-KCPZJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1963-SVUCV,Yes,DSL,No,No,No,No,No,No
0031-PVLZI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1794-HBQTJ,Yes,DSL,No,Yes,No,No,No,No
0793-TWELN,Yes,Fiber optic,No,Yes,No,No,No,No
2323-ARSVR,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9033-EOXWV,Yes,DSL,No,No,No,Yes,Yes,Yes
1602-IJQQE,Yes,Fiber optic,No,No,No,No,No,No
1685-VAYJF,Yes,DSL,No,No,No,No,No,No
2876-GZYZC,Yes,Fiber optic,No,No,No,No,No,Yes
