customer_id,contract,payment_method,paperless_billing
4213-HKBJO,Two year,Credit card (automatic),No
8974-OVACP,Month-to-month,Mailed check,No
8761-NSOBC,Month-to-month,Electronic check,No
7989-VCQOH,Month-to-month,Electronic check,No
7921-BEPCI,Two year,Bank transfer (automatic),No
2892-GESUL,Two year,Mailed check,No
0220-EBGCE,Month-to-month,Electronic check,Yes
3669-LVWZB,Month-to-month,Mailed check,Yes
1550-LOAHA,Month-to-month,Bank transfer (automatic),No
2990-IAJSV,Two year,Bank transfer (automatic),No
4801-JZAZL,Month-to-month,Electronic check,Yes
2039-JONDJ,One year,Bank transfer (automatic),No
4672-FOTSD,Month-to-month,Electronic check,Yes
9412-ARGBX,Two year,Mailed check,Yes
9114-VEPUF,One year,Electronic check,No
5192-EBGOV,Month-to-month,Electronic check,Yes
9688-YGXVR,Month-to-month,Credit card (automatic),Yes
9133-AYJZG,Month-to-month,Credit card (automatic),Yes
3050-RLLXC,Two year,Credit card (automatic),No
3523-BRGUW,One year,Credit card (automatic),No
1041-RXHRA,Month-to-month,Bank transfer (automatic),No
0247-SLUJI,Month-to-month,Mailed check,No
0258-NOKBL,Month-to-month,Electronic check,No
1627-AFWVJ,Two year,Mailed check,No
6849-WLEYG,Month-to-month,Mailed check,No
4549-ZDQYY,One year,Credit card (automatic),No
5921-NGYRH,Month-to-month,Mailed check,Yes
3258-ZKPAI,Two year,Bank transfer (automatic),Yes
3308-JSGML,Two year,Credit card (automatic),Yes
3744-ZBHON,Month-to-month,Electronic check,No
8465-SBRXP,Two year,Bank transfer (automatic),Yes
3400-ESFUW,Two year,Bank transfer (automatic),No
3503-TYDAY,Month-to-month,Electronic check,No
3646-ITDGM,Two year,Bank transfer (automatic),No
5533-NHFRF,Month-to-month,Electronic check,Yes
6242-SGYTS,One year,Credit card (automatic),Yes
5619-PTMIK,Month-to-month,Electronic check,No
8630-FJLIB,Month-to-month,Electronic check,Yes
7044-YAACC,Month-to-month,Electronic check,Yes
0927-CNGRH,Month-to-month,Mailed check,No
1898-JSNDC,One year,Credit card (automatic),Yes
2277-VWCNI,Month-to-month,Mailed check,No
7508-MYBOG,Month-to-month,Electronic check,Yes
7328-ZJAJO,Two year,Credit card (automatic),No
6429-SHBCB,Month-to-month,Mailed check,No
0233-FTHAV,One year,Bank transfer (automatic),Yes
2664-XJZNO,Two year,Credit card (automatic),Yes
8859-AXJZP,Two year,Mailed check,Yes
2428-HYUNX,Two year,Credit card (automatic),Yes
6211-WWLTF,Two year,Credit card (automatic),No
3055-MJDSB,Month-to-month,Mailed check,Yes
5472-CVMDX,Two year,Mailed check,No
2690-DVRVK,One year,Electronic check,No
7808-DVWEP,Month-to-month,Bank transfer (automatic),No
3331-HQDTW,Month-to-month,Mailed check,Yes
1159-WFSGR,Month-to-month,Electronic check,No
8859-YSTWS,One year,Bank transfer (automatic),No
4256-ZWTZI,Month-to-month,Mailed check,Yes
8249-THVEC,One year,Mailed check,No
0581-BXBUB,Month-to-month,Electronic check,No
0702-PGIBZ,Month-to-month,Electronic check,Yes
4237-RLAQD,Month-to-month,Mailed check,Yes
5982-FPVQN,Month-to-month,Electronic check,Yes
2667-WYLWJ,One year,Mailed check,Yes
1414-YADCW,Two year,Bank transfer (automatic),No
9572-MTILT,Month-to-month,Electronic check,Yes
0188-GWFLE,Month-to-month,Mailed check,No
5220-AGAAX,Two year,Bank transfer (automatic),Yes
5016-IBERQ,Month-to-month,Electronic check,No
6837-HAEVO,Two year,Electronic check,Yes
9746-YKGXB,One year,Bank transfer (automatic),No
2279-AXJJK,Month-to-month,Credit card (automatic),Yes
2856-NNASM,Month-to-month,Mailed check,Yes
2223-GDSHL,Two year,Bank transfer (automatic),Yes
5149-CUZUJ,One year,Bank transfer (automatic),No
2810-FTLEM,Month-to-month,Electronic check,Yes
6729-GDNGC,Month-to-month,Bank transfer (automatic),No
0094-OIFMO,Month-to-month,Electronic check,Yes
1452-UZOSF,Two year,Credit card (automatic),Yes
8809-XKHMD,Two year,Bank transfer (automatic),Yes
1481-ZUWZA,Month-to-month,Credit card (automatic),Yes
9619-GSATL,One year,Electronic check,No
6288-CHQJB,Two year,Bank transfer (automatic),No
8922-LIEGH,Month-to-month,Electronic check,Yes
6350-XFYGW,Month-to-month,Electronic check,Yes
0103-CSITQ,One year,Bank transfer (automatic),Yes
8631-XVRZL,One year,Mailed check,Yes
6214-EDAKZ,Month-to-month,Electronic check,No
6718-BDGHG,One year,Bank transfer (automatic),Yes
3834-XUIFC,Month-to-month,Mailed check,Yes
9958-MEKUC,Two year,Credit card (automatic),No
0691-NIKRI,One year,Credit card (automatic),Yes
9752-ZNQUT,Month-to-month,Electronic check,Yes
7508-DQAKK,Two year,Credit card (automatic),Yes
6771-XWBDM,Month-to-month,Credit card (automatic),Yes
4673-KKSLS,Month-to-month,Electronic check,No
9355-NPPFS,Month-to-month,Electronic check,Yes
8608-OZTLB,One year,Electronic check,No
5074-FBGHB,One year,Credit card (automatic),Yes
2320-YKQBO,Month-to-month,Mailed check,No
7321-PKUYW,Month-to-month,Electronic check,No
0318-QUUOB,Month-to-month,Electronic check,Yes
3511-APPBJ,One year,Credit card (automatic),Yes
8417-FMLZI,Month-to-month,Credit card (automatic),Yes
8807-ARQET,Month-to-month,Electronic check,Yes
4890-VMUAV,One year,Electronic check,No
8008-HAWED,Month-to-month,Electronic check,Yes
8595-SIZNC,One year,Bank transfer (automatic),No
3914-FDRHP,Month-to-month,Electronic check,No
5380-WJKOV,Month-to-month,Electronic check,Yes
6599-GZWCM,One year,Mailed check,Yes
5577-OTWWW,Month-to-month,Bank transfer (automatic),No
8364-TRMMK,Month-to-month,Mailed check,Yes
1840-BIUOG,One year,Electronic check,Yes
0530-IJVDB,Two year,Electronic check,Yes
2796-UUZZO,Month-to-month,Credit card (automatic),Yes
2480-SQIOB,Month-to-month,Electronic check,No
1306-RPWXZ,Two year,Credit card (automatic),No
1585-MQSSU,Month-to-month,Mailed check,No
2273-QCKXA,Month-to-month,Mailed check,No
6427-FEFIG,Two year,Credit card (automatic),No
3387-PLKUI,Month-to-month,Mailed check,No
5696-EXCYS,Two year,Credit card (automatic),No
6834-NXDCA,Month-to-month,Electronic check,Yes
0617-AQNWT,Two year,Electronic check,No
5465-BUBFA,Two year,Bank transfer (automatic),No
0218-QNVAS,One year,Bank transfer (automatic),No
4115-BNPJY,Two year,Mailed check,No
3018-TFTSU,Month-to-month,Bank transfer (automatic),No
2380-DAMQP,Two year,Electronic check,No
6439-PKTRR,Two year,Electronic check,No
2799-ARNLO,Month-to-month,Electronic check,Yes
3878-AVSOQ,Month-to-month,Electronic check,Yes
4188-PCPIG,Two year,Credit card (automatic),Yes
3373-DIUUN,Two year,Mailed check,No
1972-XMUWV,Two year,Credit card (automatic),Yes
4351-QLCSU,Month-to-month,Credit card (automatic),Yes
6161-ERDGD,One year,Electronic check,No
9220-ZNKJI,Two year,Credit card (automatic),No
8421-WZOOW,Month-to-month,Credit card (automatic),Yes
0537-QYZZN,Month-to-month,Electronic check,Yes
1644-IRKSF,One year,Electronic check,Yes
0945-TSONX,Two year,Credit card (automatic),Yes
8033-VCZGH,One year,Electronic check,Yes
1095-WGNGG,Two year,Bank transfer (automatic),Yes
7688-AWMDX,Two year,Bank transfer (automatic),No
5233-AOZUF,Month-to-month,Electronic check,Yes
2506-TNFCO,Month-to-month,Electronic check,Yes
9777-WJJPR,Month-to-month,Credit card (automatic),No
4472-VESGY,Month-to-month,Bank transfer (automatic),No
2074-GKOWZ,Month-to-month,Bank transfer (automatic),Yes
6260-ONULR,Month-to-month,Mailed check,Yes
1539-LNKHM,Month-to-month,Mailed check,No
6432-TWQLB,Month-to-month,Electronic check,Yes
6656-GULJQ,Two year,Credit card (automatic),Yes
0952-KMEEH,Month-to-month,Mailed check,No
0730-KOAVE,Month-to-month,Credit card (automatic),Yes
1104-FEJAM,Month-to-month,Electronic check,No
7758-UJWYS,Two year,Electronic check,Yes
0310-VQXAM,Month-to-month,Mailed check,No
7639-LIAYI,Two year,Credit card (automatic),Yes
7016-BPGEU,Month-to-month,Credit card (automatic),Yes
2272-UOINI,Month-to-month,Electronic check,Yes
4795-UXVCJ,One year,Credit card (automatic),No
0825-CPPQH,Two year,Credit card (automatic),No
9031-ZVQPT,Two year,Electronic check,Yes
2347-WKKAE,Month-to-month,Electronic check,Yes
0623-GDISB,Month-to-month,Bank transfer (automatic),Yes
4781-ZXYGU,Month-to-month,Bank transfer (automatic),Yes
6234-RAAPL,Two year,Bank transfer (automatic),No
7925-PNRGI,Month-to-month,Mailed check,No
7521-YXVZY,Month-to-month,Mailed check,No
8806-EAGWC,Month-to-month,Mailed check,No
3230-JCNZS,Two year,Credit card (automatic),Yes
3910-MRQOY,Two year,Bank transfer (automatic),No
2030-BTZRO,Two year,Credit card (automatic),Yes
8295-FHIVV,Month-to-month,Mailed check,Yes
8241-JUIQO,One year,Bank transfer (automatic),No
1728-CXQBE,Month-to-month,Electronic check,Yes
3668-QPYBK,Month-to-month,Mailed check,Yes
9518-IMLHK,Month-to-month,Bank transfer (automatic),Yes
7823-JSOAG,Month-to-month,Electronic check,No
5364-EVNIB,Month-to-month,Electronic check,Yes
5821-MMEIL,Two year,Bank transfer (automatic),No
9795-SHUHB,Two year,Credit card (automatic),Yes
1582-RAFML,Month-to-month,Mailed check,No
9842-EFSYY,Month-to-month,Mailed check,Yes
8080-DDEMJ,Month-to-month,Electronic check,No
5360-LJCNJ,Two year,Bank transfer (automatic),Yes
2528-HFYZX,Month-to-month,Electronic check,Yes
5456-ITGIC,Two year,Credit card (automatic),Yes
9885-AIBVB,Month-to-month,Electronic check,Yes
4825-FUREZ,Two year,Electronic check,No
5536-SLHPM,Month-to-month,Electronic check,Yes
9693-XMUOB,Month-to-month,Electronic check,Yes
4662-EKDPQ,Month-to-month,Bank transfer (automatic),No
2578-JQPHZ,Two year,Bank transfer (automatic),No
9867-XOBQA,Two year,Mailed check,No
6924-TDGMT,One year,Mailed check,Yes
8292-ITGYJ,Two year,Bank transfer (automatic),Yes
6696-YDAYZ,Two year,Mailed check,No
0411-EZJZE,Month-to-month,Electronic check,Yes
0487-CRLZF,Two year,Bank transfer (automatic),Yes
5399-ZIMKF,Month-to-month,Electronic check,Yes
4939-KYYPY,Month-to-month,Electronic check,No
2878-DHMIN,One year,Electronic check,No
6198-PNNSZ,One year,Bank transfer (automatic),No
1686-STUHN,One year,Bank transfer (automatic),No
4988-IQIGL,Month-to-month,Electronic check,Yes
9351-HXDMR,Two year,Credit card (automatic),Yes
7163-OCEQI,One year,Mailed check,Yes
5553-AOINX,One year,Electronic check,Yes
2660-EMUBI,Month-to-month,Electronic check,Yes
1658-XUHBX,Month-to-month,Credit card (automatic),Yes
4553-DVPZG,Month-to-month,Electronic check,Yes
5216-WASFJ,Month-to-month,Electronic check,Yes
9135-HSWOC,Two year,Bank transfer (automatic),Yes
1555-HAPSU,Two year,Credit card (automatic),No
2087-QAREY,Month-to-month,Mailed check,Yes
0516-WJVXC,Month-to-month,Electronic check,No
6987-XQSJT,Month-to-month,Electronic check,Yes
5135-RDDQL,Two year,Bank transfer (automatic),Yes
1423-BMPBQ,Month-to-month,Mailed check,Yes
2834-SPCJV,Month-to-month,Electronic check,No
0835-JKADZ,Two year,Electronic check,Yes
9537-JALFH,Two year,Bank transfer (automatic),No
4390-KYULV,Month-to-month,Credit card (automatic),Yes
9470-XCCEM,Month-to-month,Bank transfer (automatic),Yes
7611-YKYTC,Month-to-month,Bank transfer (automatic),No
0810-BDHAW,One year,Electronic check,No
0325-XBFAC,Month-to-month,Electronic check,Yes
3214-IYUUQ,One year,Bank transfer (automatic),No
0689-NKYLF,Month-to-month,Electronic check,Yes
3097-FQTVJ,Two year,Mailed check,No
5027-XWQHA,Month-to-month,Electronic check,No
8049-WJCLQ,Month-to-month,Mailed check,No
6705-LXORM,Month-to-month,Electronic check,No
9146-JRIOX,Month-to-month,Mailed check,No
0269-XFESX,One year,Mailed check,No
6230-BSUXY,Month-to-month,Electronic check,Yes
2360-RDGRO,Month-to-month,Electronic check,Yes
9722-UJOJR,Month-to-month,Electronic check,Yes
0853-TWRVK,Two year,Bank transfer (automatic),No
7133-VBDCG,Month-to-month,Bank transfer (automatic),Yes
0237-YFUTL,Month-to-month,Bank transfer (automatic),Yes
2535-PBCGC,Two year,Bank transfer (automatic),No
0181-RITDD,Two year,Mailed check,No
1641-BYBTK,Month-to-month,Mailed check,Yes
8849-GYOKR,One year,Bank transfer (automatic),No
8519-QJGJD,Month-to-month,Electronic check,No
2372-HWUHI,Month-to-month,Electronic check,No
6719-FGEDO,Two year,Bank transfer (automatic),Yes
0549-CYCQN,One year,Bank transfer (automatic),Yes
3873-WOSBC,Two year,Credit card (automatic),No
6693-FRIRW,Month-to-month,Credit card (automatic),No
8734-DKSTZ,Month-to-month,Electronic check,No
4853-RULSV,Two year,Credit card (automatic),Yes
8755-OGKNA,Two year,Bank transfer (automatic),No
3266-FTKHB,Two year,Mailed check,No
0804-YGEQV,One year,Bank transfer (automatic),Yes
9242-TKFSV,Two year,Credit card (automatic),Yes
1113-IUJYX,One year,Mailed check,No
8634-MPHTR,Month-to-month,Electronic check,Yes
7718-UPSKJ,One year,Credit card (automatic),Yes
5404-GGUKR,Month-to-month,Electronic check,Yes
1942-OQFRW,Month-to-month,Electronic check,No
4412-YLTKF,Month-to-month,Electronic check,Yes
2995-UPRYS,One year,Credit card (automatic),Yes
6087-MVHJH,Month-to-month,Electronic check,Yes
9638-JIQYA,Month-to-month,Credit card (automatic),Yes
4312-GVYNH,Two year,Bank transfer (automatic),Yes
2446-BEGGB,Month-to-month,Electronic check,Yes
1453-RZFON,Month-to-month,Mailed check,No
3932-IJWDZ,Month-to-month,Bank transfer (automatic),Yes
3156-QLHBO,Month-to-month,Mailed check,No
0239-OXEXL,Month-to-month,Mailed check,No
3055-OYMSE,Month-to-month,Credit card (automatic),Yes
9646-NMHXE,Two year,Mailed check,No
4311-QTTAI,One year,Credit card (automatic),No
7526-IVLYU,Month-to-month,Mailed check,Yes
3606-SBKRY,One year,Electronic check,Yes
4933-IKULF,One year,Mailed check,No
5429-LWCMV,Month-to-month,Electronic check,Yes
6284-KMNUF,One year,Electronic check,Yes
5906-DVAPM,One year,Credit card (automatic),Yes
4301-VVZKA,Month-to-month,Electronic check,Yes
2230-XTUWL,Two year,Mailed check,No
5049-GLYVG,Month-to-month,Mailed check,No
7161-DFHUF,Two year,Mailed check,No
6668-CNMFP,One year,Bank transfer (automatic),Yes
0962-CQPWQ,Two year,Bank transfer (automatic),No
0020-INWCK,Two year,Credit card (automatic),Yes
3283-WCWXT,Two year,Mailed check,No
0807-ZABDG,Month-to-month,Mailed check,Yes
0682-USIXD,Month-to-month,Electronic check,Yes
0836-SEYLU,Month-to-month,Mailed check,No
4723-BEGSG,Two year,Credit card (automatic),No
7129-CAKJW,Month-to-month,Bank transfer (automatic),No
5222-JCXZT,Month-to-month,Mailed check,No
1855-CFULU,Month-to-month,Mailed check,No
0392-BZIUW,Two year,Credit card (automatic),Yes
4632-XJMEX,One year,Credit card (automatic),No
9878-TNQGW,Month-to-month,Electronic check,Yes
7137-NAXML,One year,Bank transfer (automatic),No
1020-JPQOW,Month-to-month,Electronic check,No
2522-WLNSF,One year,Bank transfer (automatic),No
2465-BLLEU,Month-to-month,Mailed check,Yes
7274-CGTOD,Two year,Bank transfer (automatic),Yes
5442-XSDCW,Month-to-month,Bank transfer (automatic),Yes
5552-ZNFSJ,Month-to-month,Electronic check,No
3806-YAZOV,Month-to-month,Mailed check,No
3507-GASNP,Two year,Mailed check,No
5572-ZDXHY,Month-to-month,Mailed check,Yes
7521-AFHAB,Month-to-month,Mailed check,No
7605-SNLQG,Month-to-month,Credit card (automatic),Yes
4039-PIMHX,Two year,Mailed check,No
1522-VVDMG,Month-to-month,Electronic check,Yes
6521-YYTYI,Month-to-month,Electronic check,Yes
7017-VFHAY,Two year,Credit card (automatic),No
2632-TACXW,Two year,Bank transfer (automatic),No
1431-CYWMH,Month-to-month,Bank transfer (automatic),No
7714-YXSMB,Month-to-month,Bank transfer (automatic),Yes
4323-ELYYB,One year,Mailed check,No
6437-UDQJM,Two year,Credit card (automatic),Yes
5174-ITUMV,One year,Electronic check,Yes
6260-XLACS,One year,Mailed check,No
0148-DCDOS,Month-to-month,Bank transfer (automatic),Yes
9108-EJFJP,Month-to-month,Mailed check,Yes
9048-JVYVF,Month-to-month,Electronic check,Yes
3908-BLSYF,Month-to-month,Electronic check,No
0939-EREMR,Month-to-month,Mailed check,No
8945-MUQUF,One year,Electronic check,Yes
7996-MHXLW,Two year,Credit card (automatic),Yes
8034-RYTVV,One year,Credit card (automatic),Yes
6741-EGCBI,Month-to-month,Credit card (automatic),Yes
8205-MQUGY,Month-to-month,Electronic check,Yes
8883-GRDWQ,One year,Mailed check,No
0895-DQHEW,Month-to-month,Electronic check,Yes
2519-LBNQL,One year,Electronic check,Yes
9261-WDCAF,Month-to-month,Mailed check,No
8024-XNAFQ,Two year,Bank transfer (automatic),Yes
0701-RFGFI,Month-to-month,Bank transfer (automatic),Yes
4415-WNGVR,One year,Electronic check,Yes
5372-FBKBN,Month-to-month,Mailed check,No
7341-LXCAF,Month-to-month,Electronic check,Yes
7596-LDUXP,One year,Credit card (automatic),Yes
2754-XBHTB,Month-to-month,Bank transfer (automatic),Yes
8182-PNAGI,Month-to-month,Bank transfer (automatic),No
4445-KWOKW,One year,Bank transfer (automatic),Yes
4366-CTOUZ,Two year,Mailed check,Yes
5676-CFLYY,Two year,Credit card (automatic),Yes
4195-SMMNX,Month-to-month,Mailed check,No
8727-XDPUD,Two year,Credit card (automatic),No
9629-NHXFW,Month-to-month,Mailed check,Yes
6625-FLENO,Two year,Mailed check,No
1803-BGNBD,Month-to-month,Electronic check,Yes
5568-DMXZS,Month-to-month,Electronic check,Yes
0337-CNPZE,Month-to-month,Electronic check,Yes
6648-INWPS,Month-to-month,Electronic check,No
0285-INHLN,Month-to-month,Credit card (automatic),Yes
3230-WYKIR,One year,Credit card (automatic),Yes
1534-OULXE,One year,Bank transfer (automatic),Yes
0519-XUZJU,Month-to-month,Mailed check,No
7008-LZVOZ,Two year,Credit card (automatic),Yes
7950-XWOVN,Month-to-month,Mailed check,No
0842-IWYCP,Month-to-month,Bank transfer (automatic),No
8695-ARGXZ,Month-to-month,Electronic check,Yes
5482-VXSXJ,Month-to-month,Mailed check,Yes
6828-HMKWP,Two year,Bank transfer (automatic),No
2819-GWENI,One year,Mailed check,No
4704-ERYFC,Month-to-month,Electronic check,Yes
7129-ACFOG,Month-to-month,Electronic check,Yes
2858-EIMXH,One year,Credit card (automatic),Yes
2469-DTSGX,Two year,Electronic check,No
8746-OQQRW,Month-to-month,Mailed check,No
3519-ZKXGG,Month-to-month,Electronic check,Yes
4626-OZDTJ,One year,Credit card (automatic),Yes
8016-NCFVO,Month-to-month,Electronic check,Yes
0266-CLZKZ,Two year,Bank transfer (automatic),Yes
2055-BFOCC,One year,Bank transfer (automatic),Yes
4190-MFLUW,Month-to-month,Credit card (automatic),No
7337-CINUD,Two year,Bank transfer (automatic),No
2888-ADFAO,Two year,Bank transfer (automatic),Yes
3806-DXQOM,Month-to-month,Electronic check,Yes
4913-EHYUI,One year,Bank transfer (automatic),Yes
5569-IDSEY,One year,Bank transfer (automatic),Yes
4608-LCIMN,Month-to-month,Bank transfer (automatic),No
1061-PNTHC,Month-to-month,Mailed check,Yes
0265-PSUAE,Month-to-month,Bank transfer (automatic),No
0872-NXJYS,Month-to-month,Electronic check,Yes
3996-ZNWYK,Two year,Credit card (automatic),No
2967-MXRAV,One year,Mailed check,No
0322-YINQP,Month-to-month,Mailed check,Yes
8785-EPNCG,Month-to-month,Credit card (automatic),No
3340-QBBFM,One year,Credit card (automatic),No
8456-QDAVC,Month-to-month,Bank transfer (automatic),Yes
5600-PDUJF,Month-to-month,Credit card (automatic),Yes
0208-BPQEJ,Month-to-month,Bank transfer (automatic),No
1730-VFMWO,Month-to-month,Bank transfer (automatic),No
1709-EJDOX,Two year,Mailed check,No
9696-RMYBA,Month-to-month,Mailed check,Yes
2105-PHWON,Month-to-month,Credit card (automatic),Yes
6972-SNKKW,Month-to-month,Mailed check,No
2924-KHUVI,One year,Electronic check,Yes
6496-JDSSB,Month-to-month,Bank transfer (automatic),Yes
2296-DKZFP,Two year,Bank transfer (automatic),No
7105-MXJLL,One year,Mailed check,No
6728-DKUCO,One year,Electronic check,Yes
7852-LECYP,Month-to-month,Credit card (automatic),No
1624-NALOJ,Month-to-month,Electronic check,Yes
6075-QMNRR,Month-to-month,Bank transfer (automatic),Yes
8773-HHUOZ,Month-to-month,Mailed check,Yes
2478-EEWWM,Month-to-month,Electronic check,Yes
5678-VFNEQ,One year,Credit card (automatic),Yes
4432-ADRLB,Month-to-month,Mailed check,No
7493-TPUWZ,Month-to-month,Electronic check,Yes
5692-FPTAH,Month-to-month,Mailed check,Yes
5630-IXDXV,Month-to-month,Electronic check,Yes
8218-FFJDS,Two year,Bank transfer (automatic),Yes
9767-FFLEM,Month-to-month,Credit card (automatic),Yes
7673-LPRNY,One year,Electronic check,Yes
0455-XFASS,Month-to-month,Electronic check,Yes
6217-KDYWC,Two year,Mailed check,Yes
9553-DLCLU,Two year,Credit card (automatic),No
1735-XMJVH,Month-to-month,Mailed check,Yes
2761-XECQW,Month-to-month,Mailed check,Yes
3178-FESZO,Month-to-month,Credit card (automatic),Yes
7654-YWJUF,One year,Bank transfer (automatic),Yes
1422-DGUBX,One year,Electronic check,Yes
4598-ZADCK,One year,Electronic check,Yes
3128-YOVTD,Month-to-month,Bank transfer (automatic),Yes
6156-UZDLF,One year,Credit card (automatic),Yes
2886-KEFUM,One year,Electronic check,Yes
2873-ZLIWT,Month-to-month,Electronic check,Yes
6968-MHOMU,One year,Credit card (automatic),Yes
8148-NLEGT,Two year,Electronic check,No
8198-RKSZG,Month-to-month,Credit card (automatic),No
6994-KERXL,Month-to-month,Electronic check,Yes
5183-SNMJQ,Month-to-month,Credit card (automatic),Yes
0519-DRGTI,Month-to-month,Mailed check,No
2863-IMQDR,Two year,Electronic check,No
6210-KBBPI,Month-to-month,Credit card (automatic),Yes
0620-XEFWH,Month-to-month,Mailed check,No
7234-FECYN,Month-to-month,Electronic check,No
7691-KGKGP,Month-to-month,Credit card (automatic),No
8347-GDTMP,Two year,Credit card (automatic),No
1676-MQAOA,Two year,Bank transfer (automatic),Yes
6345-HOVES,Month-to-month,Bank transfer (automatic),Yes
6518-KZXCB,Two year,Mailed check,No
8879-ZKJOF,One year,Bank transfer (automatic),Yes
9135-MGVPY,Two year,Mailed check,Yes
2905-KFQUV,Month-to-month,Credit card (automatic),Yes
3166-PNEOF,Two year,Credit card (automatic),No
1370-GGAWX,One year,Electronic check,Yes
6461-PPAXN,One year,Bank transfer (automatic),Yes
8573-JGCZW,One year,Bank transfer (automatic),Yes
7486-KSRVI,One year,Electronic check,Yes
5248-KWLAR,Two year,Electronic check,No
5310-NOOVA,Two year,Electronic check,No
1689-MRZQR,Month-to-month,Electronic check,No
9505-SQFSW,Month-to-month,Mailed check,No
5960-MVTUK,Month-to-month,Electronic check,Yes
2719-BDAQO,Month-to-month,Electronic check,No
6937-GCDGQ,One year,Bank transfer (automatic),Yes
8087-LGYHQ,Month-to-month,Electronic check,Yes
1074-WVEVG,One year,Mailed check,No
4104-PVRPS,Month-to-month,Mailed check,No
1254-IZEYF,Month-to-month,Electronic check,Yes
9127-FHJBZ,Two year,Electronic check,Yes
9589-ABEPT,Two year,Mailed check,Yes
9306-CPCBC,Month-to-month,Electronic check,Yes
1599-MMYRQ,One year,Credit card (automatic),Yes
4628-CTTLA,Month-to-month,Electronic check,Yes
2979-SXESE,Month-to-month,Electronic check,No
8548-AWOFC,Month-to-month,Electronic check,No
6096-EGVTU,One year,Mailed check,No
0939-YAPAF,Month-to-month,Electronic check,Yes
2363-BJLSL,Month-to-month,Bank transfer (automatic),Yes
9541-PWTWO,Two year,Bank transfer (automatic),Yes
1779-PWPMG,Two year,Bank transfer (automatic),Yes
6663-JOCQO,One year,Bank transfer (automatic),Yes
2826-DXLQO,Month-to-month,Bank transfer (automatic),No
9548-LIGTA,Two year,Mailed check,Yes
4083-EUGRJ,Month-to-month,Mailed check,No
5296-PSYVW,Two year,Electronic check,No
6603-QWSPR,Two year,Bank transfer (automatic),Yes
3874-EQOEP,Month-to-month,Mailed check,No
3643-AHCFP,Month-to-month,Bank transfer (automatic),Yes
0727-BMPLR,One year,Electronic check,Yes
0375-HVGXO,Month-to-month,Electronic check,Yes
2720-FVBQP,Month-to-month,Credit card (automatic),Yes
2703-AMTUL,One year,Mailed check,No
3453-RTHJQ,Month-to-month,Electronic check,Yes
4032-RMHCI,One year,Credit card (automatic),No
9987-LUTYD,One year,Mailed check,No
6629-CZTTH,Month-to-month,Mailed check,Yes
6900-PXRMS,Month-to-month,Electronic check,No
1814-DKOLC,Month-to-month,Mailed check,No
4529-CKBCL,Month-to-month,Electronic check,Yes
1131-QQZEB,Two year,Bank transfer (automatic),No
8993-PHFWD,Month-to-month,Electronic check,No
2832-SCUCO,Month-to-month,Electronic check,No
3838-OZURD,Month-to-month,Credit card (automatic),Yes
1977-STDKI,Month-to-month,Electronic check,Yes
5271-DBYSJ,Month-to-month,Credit card (automatic),Yes
6368-TZZDT,Two year,Credit card (automatic),No
4369-HTUIF,Month-to-month,Bank transfer (automatic),Yes
5193-QLVZB,Two year,Bank transfer (automatic),Yes
0256-LTHVJ,Month-to-month,Electronic check,Yes
9975-SKRNR,Month-to-month,Mailed check,No
8164-OCKUJ,Two year,Mailed check,No
7011-CVEUC,Month-to-month,Credit card (automatic),Yes
7595-EHCDL,Month-to-month,Credit card (automatic),No
8840-DQLGN,Month-to-month,Bank transfer (automatic),Yes
7568-PODML,Month-to-month,Mailed check,Yes
4568-TTZRT,Month-to-month,Mailed check,No
9256-JTBNZ,Month-to-month,Bank transfer (automatic),No
3590-TCXTB,Month-to-month,Mailed check,No
5339-TJFEK,Month-to-month,Electronic check,Yes
4685-TFLLS,One year,Bank transfer (automatic),No
4140-MUHUG,Month-to-month,Electronic check,Yes
0847-HGRML,Two year,Bank transfer (automatic),No
7901-TBKJX,Month-to-month,Electronic check,Yes
7088-FBAWU,Month-to-month,Mailed check,No
4324-BZCKL,Month-to-month,Mailed check,Yes
1661-CZBAU,One year,Bank transfer (automatic),Yes
1073-XXCZD,Two year,Bank transfer (automatic),No
8958-JPTRR,One year,Electronic check,No
0235-KGSLC,Month-to-month,Credit card (automatic),Yes
1589-AGTLK,Month-to-month,Electronic check,Yes
4139-SUGLD,Month-to-month,Bank transfer (automatic),No
2858-MOFSQ,One year,Mailed check,Yes
8819-IMISP,Month-to-month,Electronic check,Yes
2828-SLQPF,Month-to-month,Bank transfer (automatic),Yes
4360-PNRQB,Month-to-month,Bank transfer (automatic),Yes
6682-QJDGB,Month-to-month,Mailed check,Yes
3982-XWFZQ,Month-to-month,Electronic check,Yes
7566-DSRLQ,Two year,Electronic check,Yes
8917-SZTTJ,Two year,Credit card (automatic),No
4837-PZTIC,Two year,Mailed check,No
8268-YDIXR,One year,Electronic check,Yes
8628-MFKAX,Two year,Credit card (automatic),Yes
8619-IJNDK,Two year,Credit card (automatic),No
2474-BRUCM,Month-to-month,Electronic check,No
5474-LAMUQ,One year,Mailed check,No
4770-UEZOX,Month-to-month,Electronic check,Yes
9659-QEQSY,Month-to-month,Electronic check,Yes
7668-XCFYV,Month-to-month,Electronic check,Yes
9239-GZHZE,Two year,Credit card (automatic),Yes
1356-MKYSK,Month-to-month,Credit card (automatic),No
1559-DTODC,Month-to-month,Bank transfer (automatic),Yes
